"","Title","First.Author.First.Name","First.Author.Surname","Corresponding.Author.First.Name","Corresponding.Author.Surname","Corresponding.Author.Order","Publication.Name","Alternate.Name","Abstract","Url","Author.Address","Year","DOI","Reference.Type","PDF.Relative.Path","Keywords","DecisionD20B5387.E6A8.4722.8A03.956452790272","Decision5DFF96A2.71AF.48E1.A92A.EB6AEFBF7BAE"
"1736","Puerarin induces the upregulation of glutathione levels and nuclear translocation of Nrf2 through PI3K/Akt/GSK-3beta signaling events in PC12 cells exposed to lead",NA,NA,NA,NA,NA,"Puerarin induces the upregulation of glutathione levels and nuclear translocation of Nrf2 through PI3K/Akt/GSK-3beta signaling events in PC12 cells exposed to lead","Neurotoxicology and Teratology","Oxidative stress is thought to be involved in lead-induced toxicity, especially affecting the brain. We reported previously that puerarin possesses antioxidative properties in the nervous system. Therefore, the aim of the present study was to test the hypothesis that puerarin inhibits lead acetate-induced oxidative stress in PC12 cells by interrupting phosphatidylinositol-3 kinase (PI3K)/Akt signaling through increasing glutathione (GSH) synthesis. Our results showed that puerarin attenuates oxidative stress in a concentration-dependent manner in PC12 cells exposed to lead acetate demonstrated by scavenging reactive oxygen species (ROS) and reducing lipid peroxidation (LPO). Treatment with puerarin significantly up-regulates glutamate cysteine ligase catalytic subunit (GCLc) expression both at its mRNA and protein levels, but not glutamate cysteine ligase modifier (GCLm) subunit, accompanying the elevation of cellular glutathione level. The increased nuclear accumulation of nuclear factor erythroid 2-related factor 2 (Nrf2) was not because of increased transcription of Nrf2 as Nrf2 transcript levels did not change after puerarin treatment. The effects of puerarin could be partially blocked by pharmacologic inhibition of PI3K and the glycogen synthase kinase 3beta (GSK-3beta) pathways with LY294002 and LiCl, respectively. On the other hand, puerarin treatment promoted Akt and GSK-3beta phosphorylation in PC12 cells exposed to lead acetate. Moreover, puerarin failed to modulate the phosphorylation of extracellular signal-regulated kinases 1 and 2 (ERK1/2), p-c-Jun N-terminal kinases (JNK), and p-p38 mitogen-activated protein kinase (MAPK) demonstrating some specificity for its action on the PI3K/GSK-3beta pathway. These findings suggest that puerarin as a phytoestrogen might be an attractive agent for prevention and treatment of chronic diseases related to lead neurotoxicity. Copyright © 2014 Elsevier Inc.",NA,NA,2014,"http://dx.doi.org/10.1016/j.ntt.2014.08.007",NA,NA,"f255aef7-357d-4d50-9fa2-da07687b759e",1,1
"1737","Protective effect of FMCL on the apoptosis of PC12 cells induced by H <inf>2</inf>O<inf>2</inf>. [Chinese]",NA,NA,NA,NA,NA,"Protective effect of FMCL on the apoptosis of PC12 cells induced by H <inf>2</inf>O<inf>2</inf>. [Chinese]","Chinese Pharmacological Bulletin","Aim: To investige the protective effect of FMCL on the apoptosis of PC12 cells induced by H<inf>2</inf>O<inf>2</inf> and its mechanisms. Methods: Apoptosis of PC12 cells induced by H<inf>2</inf>O<inf>2</inf> at the concentration of 0.5 mmol . L<sup>-1</sup>. The cell activity was determined by MTT. The morpholog changes were observed by invert microscope. DNA ladder was observed through agarose gel electrophoresis. The subdiploid peaks showing cell apoptosis rate and DELTApsim were detected by flow cytometry. Results: Compared with those of the Model group the cell activity of FMCL 100 30 mg . L<sup>-1</sup> group reinforced, the injury of the cell relieved. The apoptosis rate of those two groups decreased, but DELTApsim and the cell activity increased in a dose-dependent manner. Conclusion: FMCL can inhibit the apoptosis of PC12 induced by H<inf>2</inf>O<inf>2</inf> which might be correlated with the increasion of DELTApsim.",NA,NA,2006,"",NA,NA,"f26cdb07-9432-4e14-aba5-595969780440",1,1
"1738","Screening and isolation of potential lactate dehydrogenase inhibitors from five Chinese medicinal herbs: Soybean, Radix pueraria, Flos pueraria, Rhizoma belamcandae, and Radix astragali",NA,NA,NA,NA,NA,"Screening and isolation of potential lactate dehydrogenase inhibitors from five Chinese medicinal herbs: Soybean, Radix pueraria, Flos pueraria, Rhizoma belamcandae, and Radix astragali","Journal of Separation Science","Stroke is among the leading causes of death and severe disability worldwide. Flavonoids have been extensively used in the treatment of ischemic stroke by reducing lactate dehydrogenase levels and thereby enhancing blood perfusion to the ischemic region. Here, we used ultrafiltration high-performance liquid chromatography coupled with diode array detection and mass spectrometry for the rapid screening and identification of flavonoids from five Chinese medicinal herbs: soybean, Radix pueraria, Flos pueraria, Rhizoma belamcandae, and Radix astragali. Using PC12 cells as a suitable in vitro model of toxicity, cell viability was quantitated using the 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide assay. The results showed that the extracts of soybean and the six major components, namely, acetyldaidzin, malonylgenistin, daidiain, glycitin, genistin, and acetylcitin; the extract of R. pueraria and its main component daidzein; the extract of F. pueraria and its three major components, tectorigenin, tectoridin, and tectorigenin-7-O-xylosylglucosid; and the extract of R. belamcandae and its main component, tectoridin, were strong lactate dehydrogenase inhibitors. Also, the components of R. astragali showed no bioactivity. These findings indicate that the ultrafltration high-performance liquid chromatography coupled with diode array detection and mass spectrometry method could be utilized in rapid screening and separation of bioactive compounds from a complex matrix. Copyright © 2016 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim",NA,NA,2016,"http://dx.doi.org/10.1002/jssc.201600050",NA,NA,"f26dd974-7ddf-4de1-9b8a-cb625bfeeb26",1,1
"1739","A positive correlation between catalase activity and ascorbate uptake in the tissues of guinea pigs and cultured cells of mammals",NA,NA,NA,NA,NA,"A positive correlation between catalase activity and ascorbate uptake in the tissues of guinea pigs and cultured cells of mammals","J Nutr Sci Vitaminol (Tokyo)","We recently reported that the concentration of supplemental ascorbate which inhibits cell growth is positively related to intracellular catalase activity. It is assumed that the cells with high catalase activity are resistant to high concentrations of ascorbate since catalase can decompose hydrogen peroxide (H2O2) induced by the auto-oxidation of ascorbate in cultured medium. In this study, we investigated whether intracellular catalase activity affects the uptake of ascorbate into animal tissue and cultured cells. Ascorbate concentrations in the tissues of guinea pigs and various cultured cells, with and without supplementation of ascorbate, were determined to evaluate the efficiency of ascorbate uptake. We found a positive correlation between the efficiency of ascorbate uptake and catalase activity in various tissues of guinea pigs (r = 0.767, p < 0.05). Furthermore, a positive correlation between the two was also found in various species of cultured cells. This study indicates that tissues and cells with higher efficiency of ascorbate uptake are required for higher catalase activity, presumably for the decomposition of H2O2 from ascorbate.",NA,NA,1996,"",NA,NA,"f28551b8-d5e2-49e3-ad09-701b9d42d3c5",1,1
"1740","Synthesis and biological evaluation of aryloxyacetamide derivatives as neuroprotective agents",NA,NA,NA,NA,NA,"Synthesis and biological evaluation of aryloxyacetamide derivatives as neuroprotective agents","Bioorganic and Medicinal Chemistry Letters","A series of new aryloxyacetamide derivatives 10a-s and 14a-m are designed and synthesized. Their protective activities against the glutamate-induced cell death were investigated in differentiated rat pheochromocytoma cells (PC12 cells). Most compounds exhibited neuroprotective effects, especially for 10m, 10r, 14b and 14c, which showed potential protection of PC12 cells at three doses (0.1, 1.0, 10 muM). MTT assay, Hoechst 33342/PI double staining, and high content screening (HCS) revealed that pretreatment of the cells with 10m, 10r, 14b and 14c has significantly decreased the extent of cell apoptosis in a dose-dependent manner. The results of western blot analysis demonstrated these compounds suppressed apoptosis of glutamate-induced PC12 cells via caspase-3 pathway. These compounds can be lead compounds for further discovery of neuroprotective agents for treating cerebral ischemic stroke. Basic structure-activity relationships are also presented. Copyright © 2016 Elsevier B.V. All rights reserved.",NA,NA,2016,"http://dx.doi.org/10.1016/j.bmcl.2016.03.094",NA,NA,"f286c173-4fab-4835-b017-728c20022bd8",1,1
"1741","Hypoxia-inducible factor 1-a-AA-modified bone marrow stem cells protect pc12 cells from hypoxia-induced apoptosis, partially through VEGF/PI3K/Akt/FoxO1 pathway",NA,NA,NA,NA,NA,"Hypoxia-inducible factor 1-a-AA-modified bone marrow stem cells protect pc12 cells from hypoxia-induced apoptosis, partially through VEGF/PI3K/Akt/FoxO1 pathway","Stem Cells and Development","Bone marrow stem cells (BMSCs) have been shown to improve neurological function recovery in cerebral ischemia. Hypoxia-inducible factor-1 (HIF-1) a-AA is a more stable mutant form of HIF-1a, which is a crucial oxygen-sensitive regulator. To investigate the protective effects of HIF-1a-AA-modified BMSCs on neuron survival in cerebral ischemia models, we co-cultured HIF-1a-AA-modified BMSCs with neuron-like cells (PC12 cells) and observed a significant increase in the release of vascular endothelial growth factor (VEGF) from BMSCs, the decreased PC12 cell apoptosis, and the upregulation of Survivin expression reduced by hypoxia in PC12 cells compared to enhanced green fluorescent protein (EGFP) BMSCs. In addition, to explore whether VEGF secreted by HIF-1a-AA-modified BMSCs plays an important role in preventing hypoxia-induced apoptosis and the possible mechanism involved, exogenous VEGF were applied and the similar protective effects on PC12 cells were observed in vitro. Furthermore, hypoxia reduced the expression of phosphorylated Akt and phosphorylated FoxO1, whereas the administration of VEGF reversed these changes. Transfection of FoxO1 H215R, a DNA-binding mutant, abrogated the inhibitory ability on Survivin promoter activity, whereas FoxO1 AAA, the active form of FoxO1, presented further repression on Survivin promoter, indicating that FoxO1 directly binds on Survivin promoter as a transcriptional repressor and that phosphorylation status of FoxO1 affects its inhibition on the Survivin promoter. Transplantation of HIF-1a-AA-modified BMSCs after cerebral ischemia in vivo sufficiently reduced neurons apoptosis, decreased cerebral infarction volume, and induced a significant improvement on the modified neurological severity score compared to the EGFP BMSCs group. In conclusion, HIF-1a-AA-modified MSCs showed an obvious protective effect on neuron-like cells or neuron after ischemia in vitro and in vivo, at least in part, through the VEGF/PI3K/Akt/FoxO1 pathway. © 2012 Mary Ann Liebert, Inc.",NA,NA,2012,"http://dx.doi.org/10.1089/scd.2011.0604",NA,NA,"f2b9884b-e75e-45ce-99f1-9870f10aff79",1,1
"1742","Evidence that a phosphatidylinositol 3,4,5-trisphosphate-binding protein can function in nucleus",NA,NA,NA,NA,NA,"Evidence that a phosphatidylinositol 3,4,5-trisphosphate-binding protein can function in nucleus","Journal of Biological Chemistry","PIP<inf>3</inf>BP is a phosphatidylinositol 3,4,5-trisphosphate-binding protein (PIP<inf>3</inf>BP) abundant in brain, containing a zinc finger motif and two pleckstrin homology (PH) domains. Staining of rat brain cells with anti- PIP<inf>3</inf>BP antibody and determination of localization of PIP<inf>3</inf>BP fused to the green fluorescent protein (GFP-PIP<inf>3</inf>BP) revealed that PIP<inf>3</inf>BP was targeted to the nucleus. Targeting was dependent on a putative nuclear localization signal in PIP<inf>3</inf>BP. Generation of PIP<inf>3</inf> in the nucleus was detected in H<inf>2</inf>O<inf>2</inf>- treated 293T cells, nerve growth factor (NGF)-treated PC12 cells, and platelet-derived growth factor (PDGF)-treated NIH 3T3 cells. Translocation of phosphatidylinositol 3-kinase (PI 3-kinase) to the nucleus and enhanced activity of PI 3-kinase in the nucleus fraction were observed after H<inf>2</inf>O<inf>2</inf> treatment of 293T cells, suggesting that PI 3-kinase can be activated in the nucleus as well as in the membrane after appropriate stimulation of the cells. Co-expression of the constitutively active PI 3-kinase with PIP<inf>3</inf>BP resulted in exportation of the protein from the nucleus to the cytoplasm, suggesting that PIP<inf>3</inf>BP can function as a PIP<inf>3</inf>-binding protein in the intact cells. These results imply that there may be an unknown function of PI 3- kinase in the nucleus.",NA,NA,1999,"http://dx.doi.org/10.1074/jbc.274.7.3919",NA,NA,"f2c64ce4-3adb-4b5f-84f5-4baf8d15f15e",1,1
"1743","Protective effects of cerebrosides from sea cucumber and starfish on the oxidative damage in PC12 cells",NA,NA,NA,NA,NA,"Protective effects of cerebrosides from sea cucumber and starfish on the oxidative damage in PC12 cells","Journal of oleo science","Neurodegenerative disorders are a class of diseases that have been linked to apoptosis induced by elevated levels of reactive oxygen species (ROS). The present study was undertaken to explore the effect of sea cucumber cerebrosides (SCC) and starfish cerebrosides (SFC) on the hydrogen peroxide (H<inf>2</inf>O<inf>2</inf>) and tert-butyl hydroperoxide (t-BHP)-induced oxidative damage in PC12 cells. Cell viability, the leakage of lactate dehydrogenase (LDH), reactive oxygen species (ROS) level and superoxide dismutase (SOD) activity were determined for their effect on oxidative damage. Quantitative real-time PCR was investigated to analyze the mitochondrial genes expression. These results showed that both SCC and SFC decreased the leakage of LDH and intracellular ROS in a dose-dependent manner. SCC and SFC could also increase the SOD activity compared with the model groups. In H<inf>2</inf>O<inf>2</inf> damage model, 400 mug/mL SCC increased the SOD activity by 79%, which was stronger than SFC. The results demonstrated that SCC and SFC exhibited the protective effects, which may be related to their antioxidant action. In addition, SCC and SFC dramatically increased the gene expression of B-cell lymphoma 2 (Bcl-2) but significantly decreased the gene expression of Cytochrome c, caspase9 and caspase3 compared with H<inf>2</inf>O<inf>2</inf> or t-BHP treatment. These results suggested that SCC and SFC might exert a protective function against oxidative damage by inhibiting mitochondria-mediated apoptosis pathway. In conclusion, SCC and SFC played an important protective role in H<inf>2</inf>O<inf>2</inf> and t-BHP-induced damage of PC12 cells, suggesting that the SCC and SFC may be a potential therapeutic agent against nervous system oxidative damage.",NA,NA,2013,"",NA,NA,"f2c6816d-37e8-493f-a087-050b1fa093d6",1,1
"1744","Protective effects of sodium ferulate on the PC12 cells apoptosis induced by H<inf>2</inf>O<inf>2</inf>. [Chinese]",NA,NA,NA,NA,NA,"Protective effects of sodium ferulate on the PC12 cells apoptosis induced by H<inf>2</inf>O<inf>2</inf>. [Chinese]","Chinese Pharmacological Bulletin","AIM: To study the mechanism of the protective effects of sodium ferulate (SF) on apoptosis of PC12 cells induced by Hydrogen peroxide (H <inf>2</inf>O<inf>2</inf>). METHODS: Based on the model of apoptosis of PC12 cells induced by H<inf>2</inf>O<inf>2</inf>, cell viability was tested by MTT assay. The expressions of mRNA and protein were tested by RT-PCR and Western blot. RESULTS: Pretreatment with different concentrations of SF (25-250 mumol . L<sup>-1</sup>) for 1h increased the survival rate of PC12 cells, decreased the expressions of par-4, caspase-3 mRNA and Par-4 protein, while there was no obvious change of the activity fregment of caspase-3 P20 and caspase-3 activity. CONCLUSION: SF can prevent the PC12 cells against H <inf>2</inf>O<inf>2</inf> neurotoxicity in a concentration-dependent fashion. The mechanism of protection is likely related to decreasing the Par-4 level, and the relation with Caspase-3 needs further study.",NA,NA,2004,"",NA,NA,"f325cadb-9aac-4c13-9d26-1eadd272d155",1,1
"1745","Neuroprotective role of hyperforin on aluminum maltolate-induced oxidative damage and apoptosis in PC12 cells and SH-SY5Y cells",NA,NA,NA,NA,NA,"Neuroprotective role of hyperforin on aluminum maltolate-induced oxidative damage and apoptosis in PC12 cells and SH-SY5Y cells","Chemico-Biological Interactions","Many reports demonstrated that aluminum maltolate (Almal) has potential toxicity to human and animal. Our study has demonstrated that Almal can induce oxidative damage and apoptosis in PC12 cells and SH-SY5Y Cells, two in vitro models of neuronal cells. Hyperforin (HF) is a well-known antioxidant, anti-inflammatory, anti-amyloid and anti-depressant compound extracted from Hypericum perforatum extract. Here, we investigated the neuroprotective effect of HF against Almal-induced neurotoxicity in cultured PC12 cells and SH-SY5Y cells, mainly caused by oxidative stress. In the present study, HF significantly inhibited the formation of reactive oxygen species (ROS), decreased the level of lipid peroxide and enhanced the activities of superoxide dismutase (SOD) and glutathione peroxidase (GSH-Px) compared with Almal group in PC12 cells and SH-SY5Y cells. Additionally, HF suppressed the reduction of the mitochondrial membrane potential (MMP), cytochrome c (Cyt-c) release, activation of caspase-3, and the down-regulation of Bcl-2 expression and up-regulation of Bax expression induced by Almal in PC12 cells and SH-SY5Y cells. In summary, HF protects PC12 cells and SH-SY5Y cells from damage induced by Almal through reducing oxidative stress and preventing of mitochondrial-mediated apoptosis. Copyright © 2018 Elsevier B.V.",NA,NA,2019,"http://dx.doi.org/10.1016/j.cbi.2018.11.016",NA,NA,"f36c46f3-185b-44fa-b89c-2eeaad17e192",1,1
"1746","Effect of isoflurane on oxidative stress injury induced by Abeta25-35 and protective effects of trehalose in PC12 cells of rats. [Chinese]",NA,NA,NA,NA,NA,"Effect of isoflurane on oxidative stress injury induced by Abeta25-35 and protective effects of trehalose in PC12 cells of rats. [Chinese]","Journal of Jilin University Medicine Edition","Objective: To explore the effect of isoflurane on the oxidative stress injury induced by beta-amyloid protein (Abeta) 25-35 in PC12 cells of the rats, and to clarify the possible protective effects of trehalose on this injury. Methods: The PC12 cells of rats were randomly divided into normal control group (Control group, treated with normal cell culture medium), isoflurane group (Iso group, treated with 2% isoflurane), Abeta25-35 group (Abeta group, treated with 10 mumol * L<sup>-1</sup> Abeta25-35), isoflurane + Abeta25-35 group (Iso + Abeta group, treated with 2% isoflurane and 10 mumol * L<sup>-1</sup> Abeta25-35), isoflurane + Abeta25-35 + trehalose group (Iso+Abeta+Tre group, treated with 2% isoflurane, 10 mumol * L<sup>-1</sup> Abeta25-35 and 200 mmol * L<sup>-1</sup> trehalose), and trehalose group (Tre group, treated with 200 mmol * L<sup>-1</sup> trehalose). The survival rates of the PC12 cells were detected by MTT assay; the apoptotic rates of the PC12 cells in various groups were determined by Hoechst 33342 staining; the levels of intracellular reactive oxygen species (ROS) of the PC12 cells were measured by DCFH-DA fluorescence assay; the levels of malondialdehyd (MDA) and the activities of superoxide dismutase (SOD), glutathion peroxidase (GSH-Px), and catalase (CAT) of the PC12 cells were detected by commercial kits. Results: Compared with control group, the apoptotic rates of the cells were increased and the survival rates were decreased, and the levels of ROS and MDA and the activities of SOD, GSH-Px, and CAT in the PC12 cells were significantly decreased (P<0.05 or P<0.01) in Abeta group, Iso group and Iso+Abeta group. Compared with Iso group or Abeta group, the apoptotic rates were increased, the survival rates were decreased, the levels of ROS and MDA were increased, and the activities of SOD, GSH-Px, and CAT in the PC12 cells in Iso+Abeta group were decreased (P<0.05). Compared with Iso+Abeta group, the survival rates were increased and the apoptotic rates were decreased and the levels of ROS and MDA were decreased, and the activities of SOD, GSH-Px, and CAT in the PC12 cells in Iso+Abeta + Tre group were increased (P<0.05). Conclusion: Isoflurane could aggravate the oxidative stress injury and the apoptosis induced by Abeta25-35 in the PC12 cells of the rats, and trehalose could alleviate the cytotoxicity of isoflurane via inhibition of oxidation and apoptosis.",NA,NA,2015,"http://dx.doi.org/10.13481/j.1671-587X.20150201",NA,NA,"f392c7e1-3fc8-4eea-84fa-d4edb2940ce5",1,1
"1747","Implication of phospholipase D2 in oxidant-induced phosphoinositide 3-kinase signaling via Pyk2 activation in PC12 cells",NA,NA,NA,NA,NA,"Implication of phospholipase D2 in oxidant-induced phosphoinositide 3-kinase signaling via Pyk2 activation in PC12 cells","Journal of Biological Chemistry","The role of phospholipase D (PLD) activation in hydrogen peroxide (H <inf>2</inf>O<inf>2</inf>)-induced signal transduction and cellular responses is not completely understood. Here we present evidence that Ca<sup>2+</sup>- dependent tyrosine kinase, Pyk2, requires PLD activation to mediate survival pathways in rat pheochromocytoma PC12 cells under oxidative stress. The H <inf>2</inf>O<inf>2</inf>-induced phosphorylation of two Pyk2 sites (Tyr <sup>580</sup>, and Tyr<sup>881</sup>) was suppressed by 1-butanol, an inhibitor of transphosphatidylation by PLD, and also by transfection of catalytically negative mouse PLD2K758R (PLD2KR). Furthermore, we found that PLD2 was associated with Pyk2 and Src, and that activation of PLD2 was required for H<inf>2</inf>O<inf>2</inf>-enhanced association of Src with Pyk2 leading to full activation of Pyk2. H<inf>2</inf>O<inf>2</inf>-induced phosphorylation of Akt and p70S6K was dependent on phosphatidylinositol 3-kinase (PI3K) activity and was abolished by 1-butanol but not t-butanol. Furthermore, the PI3K/Akt activation in response to H<inf>2</inf>O<inf>2</inf> was reduced by transfection of either PLD2KR or the dominant negative Pyk2DN. This study is the first demonstration that PLD2 activation is implicated in Src-dependent phosphorylation of Pyk2 (Tyr<sup>580</sup> and Tyr<sup>881</sup>) by promoting the complex formation between Pyk2 and activated Src in PC12 cells exposed to H<inf>2</inf>O<inf>2</inf>, thereby resulting in activation of the survival signaling pathway PI3K/Akt/p70S6K. © 2005 by The American Society for Biochemistry and Molecular Biology, Inc.",NA,NA,2005,"http://dx.doi.org/10.1074/jbc.M410903200",NA,NA,"f3bccd35-147b-4502-bae8-2f0f412b676a",1,1
"1748","Deltorphin-D and nerve growth factor induce cell protection in PC12 Cells Subjected to Ischemia",NA,NA,NA,NA,NA,"Deltorphin-D and nerve growth factor induce cell protection in PC12 Cells Subjected to Ischemia","FASEB Journal. Conference: Experimental Biology","The delta2 opioid receptor on PC12 pheochromocytoma cells participates in the progression to neuronal differentiation upon nerve growth factor stimulation (NGF). NGF stimulation is also protective for PC12 cells in an oxygen-glucose-deprivation model of ischemic injury. This study tested the hypothesis that Deltorphin-D activation of the delta2 specific opioid receptor in NGF differentiated PC12 cells would protect against ischemia induced cell death. PC12 cells were grown in standard growth media and 10-12 days prior to assay induced to the neuronal phenotype by the addition of recombinant human beta NGF and culture on collagen I tissue culture dishes. Two days prior to assay, the cells were plated on collagen IV plates without NGF. Ischemia was induced in the presence of test substances by a four hour culture in glucose free media in an oxygen free environment. The cells were then transferred to growth media in the presence of oxygen and test substances and cultured until the next day. Cell growth was determined by crystal violet staining. NGF (100ng/ml) induced protection as shown by a two-fold increase in cell numbers compared to an untreated ischemia only control. Increasing doses of Deltorphin-D from 0.12 to 30 nM resulted in increasing protection. At the highest dose, Deltorphin-D protection equaled NGF protection. We conclude that Deltorphin-D and NGF induce neuroprotection suggesting that they are both acting, in part, through the delta<inf>2</inf> opioid receptor.",NA,NA,2011,"",NA,NA,"f3d9beff-fc4f-4977-9b6e-6c160a5cc315",1,1
"1749","Enhancement of the neuroprotective activity of Hericium erinaceus mycelium co-cultivated with Allium sativum extract",NA,NA,NA,NA,NA,"Enhancement of the neuroprotective activity of Hericium erinaceus mycelium co-cultivated with Allium sativum extract","Archives of physiology and biochemistry","This study investigated the neuroprotective effects of Hericium erinaceus mycelium enriched with garlic extract (HGE) on rat pheochromocytoma nerve cells (PC12). The survival rates of the PC12 nerve cells and the neurite-bearing cells after the addition of HGE were estimated as 3.5 x 10(3) viable cells/ml and 2.3 x 10(3) viable cells/ml, respectively, which were 50% and 30% higher, respectively, compared with the untreated group. For the in vivo ischemia experiments, after treatment with the HGE extract, the hippocampal CA1 region was more strongly stained (>20%) than the control group, and the HGE extract also promoted higher staining levels than HFB, HM and HGEF, and even the garlic extract. This result indicates that HGE must have neuroprotective effects. Furthermore, HGE greatly decreased p21 gene expression to approximately 70% of the control and decreased p21 gene expression to even lower levels compared with HM, HGEF and the garlic extract. This work suggests that a synergistic effect of the H. erinaceus mycelium and the garlic extract (mainly allicin) exist because the amount of allicin in HGE (5.81 micro g/ml) was lower than the garlic extract itself (6.89 micro g/ml).",NA,NA,2015,"http://dx.doi.org/10.3109/13813455.2014.974618",NA,NA,"f3e0ce5c-fdff-4efb-9356-559c9fa0aefd",1,1
"1750","Sibiricasaponins A-E, five new triterpenoid saponins from the aerial parts of Polygala sibirica L",NA,NA,NA,NA,NA,"Sibiricasaponins A-E, five new triterpenoid saponins from the aerial parts of Polygala sibirica L","Fitoterapia","Five new triterpenoid saponins, named as sibiricasaponins A-E (1-5), were isolated and identified from the aerial parts of Polygala sibirica L., together with nine known triterpenoid saponins (6-14). The chemical structures of the five new triterpenoid saponins (1-5) were elucidated as 3beta,19alpha-dihydroxyurso-12-ene-23,28-dioic acid 3-O-beta-d-glucuronopyranoside (1), pomolic acid 3-O-(3-O-sulfo)-alpha-l-arabinopyranoside (2), pomolic acid 3-O-(4-O-sulfo)-beta-d-xylopyranoside (3), pomolic acid 3-O-(2-O-acetyl-3-O-sulfo)-alpha-l-arabinopyranoside (4), and 3-O-beta-d-glucopyranosyl medicagenic acid 28-O-beta-d-galactopyranosyl (1-->4)-beta-d-xylopyranosyl (1-->4)-alpha-l-rhamnopyranosyl (1-->2)-(4-O-acetyl)-[beta-d-apiofuranosyl (1-->3)]-beta-d-fucopyranosyl ester (5), respectively, on the basis of spectroscopic data and physicochemical evidences. These isolated compounds (1-14) were evaluated for their anti-ischemic effects on oxygen/glucose deprivation (OGD) model in vitro, and only compound 7 showed a weak anti-ischemia effect, with EC(50) value of 46.7muM.",NA,NA,2013,"10.1016/j.fitote.2012.12.017",NA,NA,"f3fa12fd-3305-4f1c-aee5-1c0152048aa8",1,1
"1751","The neuroprotective effect of sodium nitrite on ischemic stroke-induced mitochondrial dysfunction via downregulation of intrinsic apoptosis pathway",NA,NA,NA,NA,NA,"The neuroprotective effect of sodium nitrite on ischemic stroke-induced mitochondrial dysfunction via downregulation of intrinsic apoptosis pathway","Crescent Journal of Medical and Biological Sciences","Objective: Ischemic stroke leads to programmed cell death via intrinsic mitochondrial apoptosis pathways. Nitric oxide donors (NODs) are various kinds of drugs with the ability to produce nitric oxide (NO) as a potential bioregulator of apoptosis. Therefore, we aimed to evaluate the effect of sodium nitrite (SN) on ischemic injury-induced mitochondrial damage. Materials and Methods: A 4-hour oxygen-glucose deprivation (OGD) cellular model was developed to mimic cerebral ischemia injury. Cell viability was determined to demonstrate the efficiency of SN as a NO donor on OGD injured PC12 cells. Immunoblotting was performed to measure the expression of Bcl2, Bax and cleaved caspase 3 proteins. Mito Tracker Green label was used for staining the active mitochondria. Results: The present study confirmed that nitrite inhibited apoptosis via upregulation of Bcl-2 and downregulation of cleaved caspase-3 in OGD-injured PC12 cells as demonstrated by western blot analyses. In addition, nitrite restored mitochondrial vital activity and cell viability in OGD-injured cells. Conclusion: Resultant data illustrated the protective effects of nitrite and may suggest the in vivo use of nitrite for further confirmations. Copyright © 2018 The Author(s).",NA,NA,2018,"",NA,NA,"f4102e8c-6ae7-401b-9897-d04ceacd2a13",1,1
"1752","Daphnetin protects oxidative stress-induced neuronal apoptosis via regulation of MAPK signaling and HSP70 expression",NA,NA,NA,NA,NA,"Daphnetin protects oxidative stress-induced neuronal apoptosis via regulation of MAPK signaling and HSP70 expression","Oncology Letters","Neurodegenerative disorders are characterized by progressive degeneration and loss of neurons in the brain. Oxidative stress is implicated in the pathogenesis of neurological disorders, although the pathological mechanism remains unelucidated. Daphnetin, an active ingredient extracted from Changbai daphne (Daphne Korean Nakai), exhibits various pharmacological effects, including anti-inflammatory, anti-oxidative and anti-tumor effects. However, the neuroprotective effects, as well as the specific mechanisms of daphnetin, remain unclear. Neuronal-like rat pheochromocytoma PC12 cells were pretreated with daphnetin for 2 h, then treated with or without H<inf>2</inf>O<inf>2</inf> for various times. Cell morphology was detected using an inverted microscope, the apoptotic ratio was determined by Annexin V fluorescein isothiocyanate/propidium iodide assay, nuclear morphology was observed and photographed using a fluorescence microscope following 4',6-diamidino-2-phenylindole staining. The levels of procaspase 3, cleavage of poly ADP-ribose polymerase and caspase 3 were detected by western blotting. In addition, the activation of mitogen-activated protein kinase (MAPK) signal pathway and the expression of HSP70 were detected by western blotting. The present study demonstrated that daphnetin attenuated hydrogen peroxide (H<inf>2</inf>O<inf>2</inf>)-induced apoptosis in a concentration-dependent manner, reduced the cleavage of poly ADP ribose polymerase and caspase 3, and inhibited the phosphorylation of p38 MAPK and c-Jun N-terminal kinases (JNK) in H<inf>2</inf>O<inf>2</inf>-induced PC12 cells. In addition, daphnetin induced the expression of HSP70 in a dose- and time-dependent manner, and daphnetin-induced HSP70 expression was reduced by extracellular signal-regulated kinase (ERK) 1/2 inhibitor U0126 in PC12 cells. Therefore, the present results indicate that daphnetin protects PC12 cells against oxidative stress injury by regulating p38 MAPK and JNK signaling and increasing the expression of HSP70 via ERK signaling. This suggests that daphnetin may have the potential to treat certain neurodegenerative diseases. The present results not only provide insight into the potential use of daphnetin in H<inf>2</inf>O<inf>2</inf>-induced PC12 cell apoptosis, but also highlight the potential role of HSP70 in neuroprotection. Copyright © 2016, Spandidos Publications. All rights reserved.",NA,NA,2016,"http://dx.doi.org/10.3892/ol.2016.4849",NA,NA,"f44dedb7-1d7a-4092-9ccd-5235374938d3",1,1
